Sentence_id,sentence
52095,"الشعب السوداني محتاج الي يذكره بأن الخونة بين ظهرانينا في مجلس الوزراء"
52096,"هم من هم البحرشو على وضع السودان ضمن قائمة الدول الراعية للإرهاب"
52097,"حارب شنو وعارض شنو المعروف ان الجماعه الاسلاميه في السودان ومن الستينات بتنقسم ذي البكتيريا بغرض التكاثر"
52098,"بتأخد كل مره اسم جديد الجديد انو على الحاج حرامي واعترف كمان انه شيخ الحرامية"
52099,"انت قايلهم شغالين بيك للدرجة دي العقوبات الأمريكية دي مابحلك منها الا الإنتاج لكن ماف معول خارجي بمرقك منها البته"
52100,"نحنا كفلينا الله و السودان ح يتصلح و ع فكره الغنم ما بقلب حكومه الأنقاذ بقلبوها السودانيين البحبو بلدهم"
52101,"معليش لكن كانت تلاتين سنة ما كان فيها حكم بالدين أبدا الدين برئ من حكومة الإنقاذ كبراءة الذئب من دم يوسف"
52102,"لو السودان إتحكم بالدين ما كنا هنكون عايشين بالوضع المزري العايشنه حاليا"
52103,"ماتلخبط الكيمان و ما تخلط الحابل بالنابل الدين براهو والكيزان براهم وكل برئ من التاني"
52104,"زي ما اكل النمل مخزون السكر في السودان في حكومه الانقاذ الفساد واضح و المبررات لهو  ضحله و مضحكه"
52105,"اغبي شي ممكن يقابلك علي وجه الأرض قائمه الدول الراعية للإرهاب جمهورية السودان دخلتها بسبب ياتو حكومه هل بسبب قحت ولا الإنقاذ"
52106,"من سقطت عارفين انه التحديات الجد بعد الثورة ماقبلها ولا اثنائها"
52107,"وعارفين انه تركة الانقاذ نوا بلح وانه السودان بي خيره كله الله يعوضنا فيه تاني في شنو"
52108,"انا مابفهم العقليات الاسي دي والله كلها شك في الوزراء وفي حكومة انتقالية والفوق حرامية كلهم والما بعرف شنو"
52109,"كل واحد خالق سيناريو وعايش فيه ومعيش الحولينه فيه او على الاقل منضم لي سيناريو"
52110,"يعني بقت على الحكومة الانتقالية لعنة الانقاذ و الثقة الماف البقت بعد نظام التلتين"
52111,"لعنة بلهاء راجيين الخير يرجع بعد سنة من حكم جديد بعد شيطان قديم مباشرة"
52112,"تصريحات الفيضانات كلها عبارة عن والله ياجماعة نحن غير المنظمات ماجانا زول والله ناس حمدوك ديل مابنثق فيهم بقينا"
52113,"يخوانا لو عاوزين الفتن والزعزعة والحروب اعملوها عديل واقتلونا مرة وحدة ماتقتلونا الف مرة بي جهلكم وبي غبائكم دة"
52114,"خلونا نعرف نحدد الحكومة دي حرامية ولا لا برانا من غير قالو وقلنا من غير فوضى الفيس بوك ساحة الكيزان المفضلة"
52115,"خلونا نعرف نحن بنحارب في منو وعدونا بعد الجهل والغباء منو وعو البني آدمين مدام كدا كدا مرزوعين فيها"
52116,"دة غير التنظيرات والتكهنات السودا والعفن الفكري البجو يشهدوه بي احداث حقيقية وحاصلة"
52117,"مافي زول قادر يستوعب انه دي مرحلة شعب ماحكومة  وانه اعتمادك الكلي على حكومة السبب الرئيسي الخلق الوضع الاحنا فيه اسي"
52118,"ماحيقتلكم الجوع والله يا سودانيين ولا الدولار البقى مليون حيقتلكم جهلكم وامخاخكم ومجتمعكم البدا يتعفن"
52119,"الشعب المسجوم الي اتحرم من انه يتكلم تلاتين سنة وسكت دهراً ونطق كفراً"
52120,"الناس البتقول والله الشعب دة ما ينفع يحكمه الا الجياشة والكيزان عشان بقدرو عليه انت ما نصيح"
52121,"فعلاً لو رجع الزمن حيحكموك انت والزيك ومروجين الاشاعات والببثو اليأس وبحطمو امة فيها اطفال ونساء فترو من الجهل"
52122,"كل حرامي وتاجر عملة بطلع عينك كيف وتحاربو كيف و يديك حقك على مضض كيف كيف"
52123,"كل زول عنده قوة اقناع يسال ويفهم الصح ويملانا فيديوهات وكل زول بعرف يخاطب يملانا خطابات وكلام علمي ومؤسس ويرحمنا من قالو وقلنا"
52124,"ماعاوزين نعرف الحاصل شنو ورونا الصح والغلط بنعرف الحاصل برانا"
52125,"في كم رجل اعمال كوز وكم تاجر في السوق كوز وعاوز مأكلته تدوم في كم كوز في القطاعات الحكومية وكم كوز في السوشيال ميديا"
52126,"كم كوز في بيتكم وفي كم حرامي ماعاوزها تتصلح مقابل كم زول مؤمن بالثورة وبي اهدافها في الحكومة الحالية وفي بيتكم وفي الشارع"
52127,"ولحدي اللحظة الاخيرة انا حختار محلي من الفوضى دي وماحزح منه نهائي وهسي بخاطب اي زول بقرا الكلام دة ومؤمن بالثورة وما انهزامي"
52128,"لي أي زول لسه زعلان على حكومة البشير ده حصاد حكومة الانقاذ التلاتين سنة في هشاشة الوضع"
52129,"حارب شنو وعارض شنو بالله الكلام ده تمشي تبيعو للجداد يرددو وراك ساي"
52130,"لو حكومة الثورة جابتكم عشان تطوروا السودان والله بطريقتكم دي الناس تقول يا حليل الإنقاذ"
52131,"فشل السودان كلو بسببنا نحن الشعب الحكومة دي ما قصرت في حاجة ونحن لسة منتظرين حكومة غيرها تجي تغير لينا بعد الانقاذ انكشحت"
52132,"اي فشل حيكون سببه المباشر هو الشعب لاننا ما بنتكاتف و نتعاون في الانتاج فالحين بس نحرق لساتك و قاعدين للشكا و البكا"
52133,"لكن نشتغل وننتج مافينا زول عمل مبادرة والناس سندوه لما مشت قدام لازم المجتمع يوقف اي زول داير يطور"
52134,"رجعو لينا الدولار والاسعار ذي ما سلمناها ليكم من الانقاذ  انتو اكبر ماسوره ركبناها"
52135,"لو كانت الثوره علي اي حكومه من الحكومات المرت على السودان غير حكومه الانقاذ كان ندمنا طول عمرنا لانكم سففتونا التراب"
52136,"والله انا كن علي تلاته ارباع حكومة السودان كلها يغيروها يجيبو لينا نساء بس ما عدا مريم الصادق اخير لينا من أحزاب الفكة والمرتزقة"
52137,"ممكن زول يفهمني الحركات المسلحة دي انجازها كان شنو السنين دي كلها وبعدين انت كنت شايل سلاح ضد حكومة الإنقاذ هسي الحكومة مشت"
52138,"السبب الوحيد الشايفو انو الحركات دي بالنسبة ليها شيل السلاح اسلوب حياة و مصدر دخل الله يبليكم ياخ غطستو حجر السودان انتو والعساكر"
